"actor_code","actor_name","url","final_url","status","title","site_name","heading","formerly","lang","fetched_at"
"CIV44","ICT for Development","https://www.ict4dev.net/","https://www.ict4dev.net/","200","ICT for Development - ICT4D","","ICT for Development - ICT4D","","","2026-09-14 13:03"
"CIV45","Societe Cooperative des Producteurs de Cacao Biologique de la Me","https://www.altereco.com/cooperatives/scoop-pcbm#:~:text=Cr%C3%A9%C3%A9e%20en%202017%2C%20la%20Soci%C3%A9t%C3%A9,biologique%20ou%20en%20conversion%20bio.","https://www.altereco.com/cooperatives/scoop-pcbm#:~:text=Cr%C3%A9%C3%A9e%20en%202017%2C%20la%20Soci%C3%A9t%C3%A9,biologique%20ou%20en%20conversion%20bio.","404","Page non trouvée - Alter Eco","Alter Eco","Aïe ! Cette page est introuvable.","","fr-FR","2026-09-14 13:03"
"CIV46","Association Ivoire Eco-Responsable","https://www.nitidae.org/","https://www.nitidae.org/","200","Nitidæ : filières et territoires","Nitidæ","Filières & Territoires","","fr","2026-09-14 13:04"
"CIV37","Société d'Exploitation Cotonnière Olam","http://www.olamonline.com","","no response","","","","","","2026-09-14 13:04"
"CIV49","Entreprise Coopérative des Agriculteurs de Méagui","https://www.ecam-meagui.com/","","no response","","","","","","2026-09-14 13:04"
"CIV50","Entreprise Coopérative des Agriculteurs Moderne de Méagui","https://ecamom.com/","https://ecamom.com/","200","Index of /","","Index of /","","","2026-09-14 13:05"
"CIV51","Société Cooperative Equitable du Bandama","https://sceb-scoop.com/","https://sceb-scoop.com/","200","Société Coopérative Equitable du Bandama","","","","fr","2026-09-14 13:05"
"CIV52","Société Coopérative avec Conseil d’Administration du Collectif des Producteurs de SOFOCI-LOUHIRI","https://www.coopcacpsl.com/","","no response","","","","","","2026-09-14 13:05"
"CIV53","Coopérative Agricole N’Zrama de N’Douci","https://www.fairtrademaxhavelaar.ch/fr/producteurs/list/die-kakao-kooperative-nzrama-de-ndouci-cann-von-de","https://www.fairtrade.net/ch-fr/pourquoi-fairtrade/impact/temoignages-producteurs.html","404","404 Not Found","","Navigation principale","","fr","2026-09-14 13:06"
"CIV54","Koognanan Agricultural Cooperative","https://fairtradeafrica.net/wp-content/uploads/2022/05/ECAKOOG-Digital.pdf","https://www.fairtrade.net/africa-en.html","200","English","","Main Navigation","","en","2026-09-14 13:06"
"CIV55","Cooperative Kany","https://www.fairforlife.org/pmws/indexDOM.php?client_id=fairforlifeand page_id=certifiedand lang_iso639=enand company_id=1386","","no response","","","","","","2026-09-14 13:06"
"CIV56","Coopérative Agricole de Yakassé Attobrou","https://cayat-ci.com/#:~:text=CAYAT%20%E2%80%93%20Coop%C3%A9rative%20Agricole%20de%20Yakasse,d%C3%A9veloppement%20de%20la%20Production%20Agricole.","https://cayat-ci.com/#:~:text=CAYAT%20%E2%80%93%20Coop%C3%A9rative%20Agricole%20de%20Yakasse,d%C3%A9veloppement%20de%20la%20Production%20Agricole.","200","Accueil | CAYAT - Coopérative Agricole de Yakasse Attobrou","","Coopérative Agricole de Yakassé-Attobrou","","zxx","2026-09-14 13:06"
"CIV58","Inprobois","http://inprobois.com/societe.php","http://inprobois.com/societe.php","200","INPROBOIS CI | Société","","","","fr","2026-09-14 13:06"
"CIV59","Union Fédérale des Consommateurs de Côte d'Ivoire","https://www.ufcci.org","https://ufcci.org/","200","UFC Côte d'Ivoire – Union Fédérale des Consommateurs de Côte d'Ivoire","UFC Côte d'Ivoire","","","fr-FR","2026-09-14 13:06"
"CIV60","Cooperative Socak Katana","https://bamboocp.com/investments/socak-katana/","https://bamboocp.com/investments/socak-katana/","200","Socak Katana | Bamboo Capital Partners","","Socak Katana","","en-US","2026-09-14 13:06"
"CIV61","Callivoire/UPL","https://www.upl-ltd.com/ci/callivoire","https://www.uplcorp.com/ci/callivoire","200","Callivoire | UPL","","« Faire rayonner les cultures de la Côte d’Ivoire », l’un des axes majeurs de la politique de Callivoire. Aussi intègre-t-elle des solutions à forte valeur ajoutée (Biosolutions) et un accompagnement ","","en-US","2026-09-14 13:06"
"CIV62","REDD+ Ivory Coast","https://www.un-redd.org/partner-countries/africa/cote-divoire","https://www.un-redd.org/partner-countries/africa/cote-divoire","200","Côte d'Ivoire | UNREDD Programme","UNREDD Programme","Côte d'Ivoire","","en","2026-09-14 13:06"
"CIV64","Ministry of Planning and Development, Ivory Coast","https://plan.gouv.ci/","https://plan.gouv.ci/accueil","200","Ministère du Plan et du Développement :: Accueil","","e-Services","","fr","2026-09-14 13:06"
"CIV65","Chigata: Femmes et Developpement","http://chigata.org","","no response","","","","","","2026-09-14 13:06"
"CIV66","N'zi River Lodge","https://nziriverlodges.com/","https://nziriverlodges.com/","200","N’ZI RIVER LODGES – Venez vivre la brousse! – Découvrez l'immersion entre la vie sauvage et l'homme au N'ZI RIVER, un écolodge au coeur de la réserve naturelle et protégée du N'ZI.","","","","fr-FR","2026-09-14 13:06"
"CIV67","Organisation Professionnelle des Eleveurs de Ferkessédougou","https://business.abidjan.net/annonces-legales/1-avis-de-constitution-de-societe/73253-organisation-professionnelle-des-eleveurs-de-ferkessedougou-opef","https://business.abidjan.net/annonces-legales/1-avis-de-constitution-de-societe/73253-organisation-professionnelle-des-eleveurs-de-ferkessedougou-opef","200","ORGANISATION PROFESSIONNELLE DES ELEVEURS DE FERKESSEDOUGOU (O.P.E.F) - AVIS DE CONSTITUTION DE SOCIETE - Abidjan.net Annonces Légales","","ORGANISATION PROFESSIONNELLE DES ELEVEURS DE FERKESSEDOUGOU (O.P.E.F)","","fr","2026-09-14 13:06"
"CIV68","Conservation Tai","https://storymaps.arcgis.com/stories/6dcb9c866e9349f6b8481df2b56f76b3","https://storymaps.arcgis.com/stories/6dcb9c866e9349f6b8481df2b56f76b3","200","Tai Landscape Conservation and Collective Action Platform","ArcGIS StoryMaps","","","en-US","2026-09-14 13:06"
"CMR1","Institute of Agricultural Research for Development, Cameroon","https://irad.cm/index.php/en/","https://irad.cm/en/","200","Page non trouvée - IRAD","IRAD","Cette page ne semble pas exister.","","fr-FR","2026-09-14 13:07"
"CMR10","Cameroonian Confederation of Cotton Producers","http://www.camagro.cm/directory/index.php/site/annuaire/details/240","http://www.camagro.cm/directory/index.php/site/annuaire/details/240","200","CNPC-C (Confédération nationale des producteurs du coton du Cameroun)","","Page Annonceur Revenir à l'annuaire","","","2026-09-14 13:08"
"CMR11","Mission d'Etudes pour l'Aménagement et le Développement de la Région du Nord, Cameroon","https://meaden-cameroun.org/","","no response","","","","","","2026-09-14 13:08"
"CMR12","National Observatory on Climate Change, Cameroon","https://onacc.cm/","https://onacc.cm/fr","200","ONACC | Observatoire national des changements climatiques","","","","fr","2026-09-14 13:08"
"CMR13","Chaine de Solidarite et d'Appui aux Actions de Developpement Durable","https://chasaaddm.org","","no response","","","","","","2026-09-14 13:08"
"CMR14","African Center for Banana and Plantain Research","https://maligah.com/entreprises/details/Centre-Africain-de-Recherches-sur-Bananiers-et-Plantains-(CARBAP)?id=38458#:~:text=Le%20Centre%20Africain%20de%20Recherches,l'Afrique%20centrale%20et%20occidentale.","https://maligah.com/entreprises/details/Centre-Africain-de-Recherches-sur-Bananiers-et-Plantains-(CARBAP)?id=38458#:~:text=Le%20Centre%20Africain%20de%20Recherches,l'Afrique%20centrale%20et%20occidentale.","200","Maligah | Centre Africain de Recherches sur Bananiers et Plantains (CARBAP)","","","","en","2026-09-14 13:08"
"CMR15","Program for the Consolidation and Sustainability of Agro-pastoral Counseling","https://www.afd.fr/fr/ressources/resume-d-evaluation-programme-amelioration-competitivite-des-exploitations-familiales-agropastorales-acefa-cameroun","https://www.afd.fr/fr/ressources/resume-devaluation-programme-damelioration-de-la-competitivite-des-exploitations","200","Résumé d'évaluation - Programme d’amélioration de la compétitivité des exploitations familiales agropastorales (ACEFA), Cameroun | AFD - Agence Française de Développement","AFD - Agence Française de Développement","Résumé d'évaluation - Programme d’amélioration de la compétitivité des exploitations familiales agropastorales (ACEFA), Cameroun","","fr","2026-09-14 13:08"
"CMR16","Appui à la Formation Professionnelle Agropastorale","https://www.c2dafop.org/","","no response","","","","","","2026-09-14 13:08"
"CMR3","Ministry of Water and Energy, Cameroon","https://minee.cm/en/","https://minee.cm/en/","200","MINEE – MINISTÈRE DE L’EAU ET DE L’ENERGIE – MINISTRY OF WATER RESOURCES AND ENERGY","","MINEE","","en-US","2026-09-14 13:08"
"CMR4","Ministry of the Environment, Cameroon","https://minepded.gov.cm/en/","","no response","","","","","","2026-09-14 13:09"
"CMR5","Ministry of Agriculture and Rural Development, Cameroon","https://www.minader.cm/","https://www.minader.cm/","200","MINADER","MINADER","","","fr-FR","2026-09-14 13:09"
"CMR6","Ministry of Fisheries and Animal Industries, Cameroon","https://www.minepia.gov.cm","","no response","","","","","","2026-09-14 13:09"
"CMR7","Ministry of the Economy, Planning and Regional Development, Cameroon","https://minepatgov.org","","no response","","","","","","2026-09-14 13:09"
"CMR8","Concertation Nationale des Organisations Paysannes","https://cnopcam.org","","no response","","","","","","2026-09-14 13:10"
"CMR9","Cotton Development Corporation, Cameroon","https://sodecoton.cm/","https://sodecoton.cm/","200","SODECOTON | Société de Développement de Coton du Cameroun","","Bienvenue à la SODECOTON","","fr-FR","2026-09-14 13:10"
"CMR17","Projet d'Appui au Developpement du Cacao","https://projectsportal.afdb.org/dataportal/VProject/show/P-CI-KF0-003?lang=fr#:~:text=Le%20Projet%20d'Appui%20%C3%A0,sur%20le%20Conseil%20Caf%C3%A9%2DCacao.","","no response","","","","","","2026-09-14 13:10"
"CMR18","Societe de Developpement de la Cacaoculture","https://sodecao.cm/","https://sodecao.cm/","200","Société de Développement du Cacao - Protéger le verger cacaoyer","Société de Développement du Cacao","","","fr-FR","2026-09-14 13:10"
"CMR19","National Cocoa and Coffee Board","https://www.oncc.cm/","https://www.oncc.cm/","200","National Cocoa and Coffee Board in Cameroon | NCCB - ONCC","National Cocoa and Coffee Board","","","en","2026-09-14 13:10"
"CMR20","Interprofessional Council of Cocoa and Coffee","https://cicc.cm/en/a-propos/","https://cicc.cm/en/a-propos/","200","CICC — Conseil Interprofessionnel du Cacao et du Café","CICC — Cacao & Café Cameroun","","","fr","2026-09-14 13:10"
"CMR22","Engineers Without Borders","https://www-isf.asso-web.com/","https://www-isf.asso-web.com/","200","INGENIEURS SANS FRONTIERES - CAMEROUN","","INGENIEURS SANS FRONTIERES - CAMEROUN","","fr","2026-09-14 13:10"
"CMR23","Ministry of State Property, Surveys and Land Tenure, Cameroon","https://www.commonwealthofnations.org/organisations/ministry_of_state_property_and_land_tenure/","https://www.commonwealthofnations.org/","200","MIX PARLAY: Situs GENGBOLA Link Agen Judi Online Taruhan Bola Terpercaya","GENGBOLA","MIX PARLAY: Situs GENGBOLA Link Agen Judi Online Taruhan Bola Terpercaya","","id-ID","2026-09-14 13:10"
"CMR24","Government of Cameroon","https://www.prc.cm/en/","https://www.prc.cm/en/","200","Presidency of the Republic of Cameroon","","","","en","2026-09-14 13:10"
"CMR25","Bameda University","https://uniba.cm/","https://uniba.cm/","200","The University of Bamenda","","The Universityof Bamenda","","en","2026-09-14 13:10"
"CMR26","Ministry of Environment, Protection of Nature and Sustainable Development, Cameroon","https://minepded.gov.cm/en/","","no response","","","","","","2026-09-14 13:10"
"CMR27","SAILD","https://www.saild.org/en/home/","https://www.saild.org/en/home/","200","Home - SAILD","SAILD","","","en-GB","2026-09-14 13:11"
"CMR28","University of Yaounde","https://uy1.uninet.cm/","https://uy1.uninet.cm/","200","Université de Yaoundé I – Excellence Académique & Innovation – rectorat@univ-yaounde1.cm","","Université de Yaoundé I – Excellence Académique & Innovation","","fr-FR","2026-09-14 13:11"
"CMR29","COPROTEV","http://www.coprotev.com/","http://www.coprotev.com/","200","COPROTEV - Sarl","","","","fr-fr","2026-09-14 13:11"
"CMR30","Community Agriculture and Environmental Protection Association","https://www.caepacameroon.org/","https://caepacameroon.org/","200","Home - CAEPA Cameroon","CAEPA Cameroon","","","en-US","2026-09-14 13:11"
"CMR31","Rainbow Cameroon","https://rainbowcameroon.com","","no response","","","","","","2026-09-14 13:11"
"CMR32","Confederation Nationale des Producteurs de Cacao du Cameroun","https://Conaprocam4dev.blogpost.coom","","no response","","","","","","2026-09-14 13:11"
"CMR33","Appui à l’Autopromotion de la Femme de la Boumba Et Ngoko","https://www.programmeppi.org/beneficiaire/aafeben/","https://www.programmeppi.org/beneficiaire/aafeben/","200","AAFEBEN - Appui à l'Autopromotion de la Femme de la Boumba Et Ngoko - UICN","UICN","AAFEBEN – Appui à l’Autopromotion de la Femme de la Boumba Et Ngoko","","fr-FR","2026-09-14 13:11"
"CMR34","African Forestry and Agricultural Company of Cameroon","https://socfin.com/implantations/safacam/","https://socfin.com/implantations/safacam/","200","Safacam - Socfin","Socfin","Safacam","","fr-FR","2026-09-14 13:11"
"CMR35","Rastoma","https://www.rastoma.org/","https://rastoma.org/","200","Nous serons bientôt de retour !","","Nous serons bientôt de retour !","","en","2026-09-14 13:11"
"CMR36","Community Assistance In Development","https://www.comaidcameroon.org/","https://www.comaidcameroon.org/","200","Community Assistance in Development - Cameroon","","","","en-gb","2026-09-14 13:11"
"CMR37","Korup Rainforest Conservation Society","https://www.korup-conservation.org/","https://www.korup-conservation.org/","200","Korup Rainforest Conservation Society - KRCS - Involving local people for a greener future!","KRCS - Involving local people for a greener future!","Our Work","","en-US","2026-09-14 13:11"
"CMR38","Groupement d’Appui pour le Développement Durable","https://www.ong-gadd.org/","https://www.ong-gadd.org/","200","ONG GADD - Groupement d’Appui pour le Développement Durable","ONG GADD","ONG GADD","","fr-FR","2026-09-14 13:11"
"CMR39","Environment and Rural Development Foundation","https://erudef.org/","","no response","","","","","","2026-09-14 13:11"
"CMR40","African Center for Renewable Energy and Appropriate Technologies","http://www.acrest.org","https://www.acrest.org/","200","A.C.R.E.S.T","A.C.R.E.S.T","Notre Vision","","fr-FR","2026-09-14 13:12"
"CMR41","Cameroon Gender and Environment Watch","https://camgew.org/","https://camgew.org/","200","Cameroon Gender and Environment Watch - CAMGEW","","","","en-gb","2026-09-14 13:12"
"CMR42","Sekakoh","https://sekakoh.org/","https://sekakoh.org/","200","Home - Sekakoh | Living In Harmony With Nature","Sekakoh | Living In Harmony With Nature","","","en-US","2026-09-14 13:12"
"CMR43","Nachtigal Hydro-Power Company","https://www.nhpc.cm/en/home/","https://nhpc.cm/home/","200","","NHPC","","","en-US","2026-09-14 13:12"
"CMR44","Agriculture and Bio-conservation Organization for Youth Empowerment and Rural Development","https://aboyerd.org/","https://aboyerd.org/","200","Home - ABOYERD","ABOYERD","","","en-US","2026-09-14 13:12"
"CMR45","Cellule pour le Développement Intégré et l’Environnement","https://www.programmeppi.org/beneficiaire/celdie/#:~:text=Qui%20sommes%2Dnous%3F,%2FD21%2FBAPP%2FSA.","https://www.programmeppi.org/beneficiaire/celdie/#:~:text=Qui%20sommes%2Dnous%3F,%2FD21%2FBAPP%2FSA.","200","CELDIE : Cellule pour le Développement Intégré et l’Environnement - UICN","UICN","CELDIE : Cellule pour le Développement Intégré et l’Environnement","","fr-FR","2026-09-14 13:13"
"CMR46","Centre des Resources Agroforestières, Forestières et de Formation Continue","https://ceraf-nord.org","https://ceraf-nord.org/","200","Ceraf Nord","","Riconoscere la Persona Giusta: Consigli per Capire Se è Quella Perfetta","","it-IT","2026-09-14 13:13"
"COG2","Endangered Species International Congo","https://www.endangeredspeciesinternational.org/","https://www.endangeredspeciesinternational.org/","200","Endangered Species International","","","","","2026-09-14 13:13"
"CON1","Africa Rice Center","https:// https://www.africarice.org","","no response","","","","","","2026-09-14 13:13"
"CON10","Monitoring of the Environment for Security in Africa Project","http://csc.sadc.int/en/mesa","","no response","","","","","","2026-09-14 13:13"
"CON11","Africa Enterprise Challenge Fund","https://www.aecfafrica.org/","https://www.aecfafrica.org/","200","Home - AECF","AECF","","","en-US","2026-09-14 13:13"
"CON12","African Fertilizer and Agribusiness Partnership","https://afap-partnership.org/about-us/who-we-are/","https://afap-partnership.org/who-we-are/","200","African Agricultural Development Organisation | AFAP","AFAP Partnership","Who We Are","","en-ZA","2026-09-14 13:13"
"CON13","African Union","https://au.int/","","no response","","","","","","2026-09-14 13:14"
"CON14","African Union Development Agency","https://www.nepad.org/","https://www.nepad.org/","403","403 Forbidden","","403 Forbidden","","","2026-09-14 13:14"
"CON15","The African Forum for Agricultural Advisory Services","https://www.afaas-africa.org/","https://afaas-africa.org/","200","African Forum for Agricultural Advisory Services (AFAAS) – Knowledge & Novelty for Africa's Livelihoods","","","","en-US","2026-09-14 13:14"
"CON16","The African Agricultural Technology Foundation","https://www.aatf-africa.org/","","no response","","","","","","2026-09-14 13:14"
"CON17","African Cashew Alliance","https://www.africancashewalliance.com/en","https://www.africancashewalliance.com/en","200","African Cashew Alliance","","","","","2026-09-14 13:15"
"CON18","African Union Commission","https://au.int/en/commission","","no response","","","","","","2026-09-14 13:15"
"CON19","West African Science Service Center on Climate Change and Adapted Land Use","https://wascal.org/","https://wascal.org/","200","WASCAL – Combating Climate Change. Improving Livelihoods","","NEWS & UPDATES","","en-US","2026-09-14 13:16"
"CON2","Alliance for a Green Revolution in Africa","https://agra.org","https://agra.org/","200","AGRA – Sustainably Growing Africa's Food Systems","","","","en-US","2026-09-14 13:16"
"CON3","African Development Bank","https://www.afdb.org/en/about/mission-strategy","https://www.afdb.org/en/about-us/mission-and-strategy","200","Mission and Strategy","African Development Bank Group","Mission and Strategy","","en","2026-09-14 13:16"
"CON4","African Women in Agricultural Research and Development","https://awardfellowships.org/","https://awardfellowships.org/","200","Home | AWARD","AWARD | African Women in Agricultural Research and Development AWARD","","","en-US","2026-09-14 13:16"
"CON5","African Organic Network","https://eoai-africa.org/afronet/","https://eoai-africa.org/afronet/","200","AFRONET - EOAI-AFRICA","EOAI-AFRICA","","","en-US","2026-09-14 13:16"
"CON6","African Wildlife Foundation","https://www.awf.org","https://www.awf.org/","200","Home | African Wildlife Foundation","African Wildlife Foundation","Africa’s Voice for Wildlife","","en","2026-09-14 13:16"
"CON7","Ecologic Organic Agriculture Initiative in Africa","https://eoai-africa.org/","https://eoai-africa.org/","200","HOME - EOAI-AFRICA","EOAI-AFRICA","Our Reach in numbers","","en-US","2026-09-14 13:16"
"CON8","BioVision Africa Trust","https://biovisionafricatrust.org/","https://biovisionafricatrust.org/","200","Biovision Africa Trust – A continent with healthy people living in a healthy environment.","","Home","","en-US","2026-09-14 13:16"
"CON9","Pan-African Farmers Organization","https://www.pafo-africa.org/","https://www.pafo-africa.org/","200","PAFO — Pan-African Farmers' Organization","Pan-African Farmers' Organization","","","en","2026-09-14 13:16"
"CON20","The Adaptation of African Agriculture Initiative","https://www.aaainitiative.org","https://www.aaainitiative.org/","200","Initiative AAA Adaptation de l'agriculture africaine | AAA","","Initiative AAA Adaptation de l'agriculture africaine","","fr","2026-09-14 13:16"
"CON21","Zazu Africa","https://www.zazuafrica.com/","","no response","","","","","","2026-09-14 13:16"
"CON22","African Exporti-Import Bank","https://www.afreximbank.com/","https://www.afreximbank.com/","200","African Export-Import Bank - African Export-Import Bank - Transforming Africa's Trade","African Export-Import Bank","AAM2026: In Conversation","","en-US","2026-09-14 13:16"
"CON23","Eden Africa","https://edenafrica.co.za/home","https://edenafrica.co.za/home","200","Home | Eden Africa","","","","","2026-09-14 13:16"
"CON24","African Plant Resource Institute","https://www.apni.net/fr/","https://www.apni.net/project/frame-cacao/","200","A Remote Sensing Supported Framework that Incentivizes Site-Specific Agronomic Management of Smallholder Cocoa Farms in Ghana (FRAME-Cacao) – African Plant Nutrition Institute (APNI)","","","","en-US","2026-09-14 13:17"
"CON25","African Rural and Agricultural Credit Association","https://afraca.org/en/","https://www.afraca.org/en","404","AFRACA | African Rural and Agricultural Credit Association","AFRACA","404","","en-GB","2026-09-14 13:17"
"CON26","Agriculture and Climate Risk Enterprise Ltd.","https://acreafrica.com/","https://acreafrica.com/","200","ACRE Africa - Building Farmer Resilience | ACRE Africa","ACRE Africa","","","en-US","2026-09-14 13:17"
"CON27","International Conference of Insurance Controls","https://cima-afrique.org/","https://cima-afrique.org/","200","CIMA – Conférence Interafricaine des Marchés d’Assurance","","Coopération tripartite L’AMF-UMOA, la COSUMAF et la CIMA","","fr-FR","2026-09-14 13:17"
"CON28","Forum for Agricultural Research in Africa","https://faraafrica.org/","https://faraafrica.org/","200","Home - FARA Africa","FARA Africa","","","en-US","2026-09-14 13:17"
"CON30","Food, Agriculture and Natural Resources Policy Analysis Network","https://fanrpan.org/","https://fanrpan.org/","200","FANRPAN |","","FANRPAN at a Glance","","en-ZA","2026-09-14 13:17"
"CON31","Fairtrade Africa","https://fairtradeafrica.net/","https://www.fairtrade.net/africa-en.html","200","English","","Main Navigation","","en","2026-09-14 13:17"
"CON32","African Center of Excellence on Climate Change","https://icca.uonbi.ac.ke/research-projects/arua-centre-excellence-climate-change-and-development-arua-cd","https://icca.uonbi.ac.ke/research-projects/arua-centre-excellence-climate-change-and-development-arua-cd","200","The ARUA Centre of Excellence in Climate Change and Development (ARUA- CD) | Climate Change & Adaptation","","The ARUA Centre of Excellence in Climate Change and Development (ARUA- CD)","","en","2026-09-14 13:17"
"CON33","Coalition for African Rice Development","https://riceforafrica.net/","https://riceforafrica.net/","200","Rice For Africa - CARD","CARD","Progress Monitoring","","en-US","2026-09-14 13:17"
"CON34","African Risk Capacity","https://www.arc.int/","https://www.arc.int/","200","ARC Group Home | African Risk Capacity Group","","","","en","2026-09-14 13:17"
"CON35","African Center of Meteorological Application for Development","https://acmad.org/","https://acmad.org/","200","African Center of Meteorological Applications for Development — Africa Centre of Metrological Applications for Development","ACMAD","","","en","2026-09-14 13:17"
"CON36","Agdevco","https://www.agdevco.com/","https://www.agdevco.com/","200","AgDevCo - AgDevCo","","AgDevCo","","en-GB","2026-09-14 13:17"
"CON37","Panafrican Climate Justice Alliance","https://pacja.org/","https://pacja.org/","200","PACJA – Panafrican Climate Justice Alliance – Advancing a fair, equitable, ecologically-just and locally-led climate action","","","","en-US","2026-09-14 13:17"
"CON38","African Water Facility","https://www.africanwaterfacility.org/","https://www.africanwaterfacility.org/","403","Just a moment...","","","","en-US","2026-09-14 13:17"
"CON39","SONED Afrique","https://www.soned-afrique.org/","https://www.soned-afrique.org/","200","SONED AFRIQUE","","","","en","2026-09-14 13:17"
"CON41","Women in Law and Development in Africa","https://wildaf-ao.org/en/","https://wildaf-ao.org/en/","200","Home English - WILDAF-AO","WILDAF-AO - Women in Law and Development in Africa","","","en-GB","2026-09-14 13:17"
"CON42","Abantu for Development","https://abantu-rowa.com/","","no response","","","","","","2026-09-14 13:18"
"CON43","Women in Law and Development Africa","https://wildaf-ghana.org","","no response","","","","","","2026-09-14 13:18"
"CON44","Inclusive Climate Change Adaptation for a Sustainable Africa","https://iccasa-africa.org/","https://iccasa-africa.org/","200","ICCASA","","","","en-US","2026-09-14 13:18"
"CON45","IGAD Center of Excellence for Climate Adaptation and Environmental Protection","https://igadcaep.org/#:~:text=About%20IGAD%20CAEPand text=CAEP%20is%20an%20IGAD%2Dspecialized,South%20Sudan%2C%20Sudan%20and%20Uganda.","","no response","","","","","","2026-09-14 13:18"
"CON46","MTN Group Limited","https://www.mtn.com/","https://www.mtn.com/","200","MTN Group | Home","","MTN Group Interim Results 2026","","en-US","2026-09-14 13:19"
"CON47","Old Mutual Limited","https://www.oldmutual.com/","https://www.oldmutual.com/","200","Old Mutual Limited | Corporate website","","Share Price Overview","","en","2026-09-14 13:19"
"CON48","Africa-re","https://www.africa-re.com/","https://www.africa-re.com/","200","African Reinsurance Corporation","","Africa Re Commissions New Corporate Headquarters in Abuja as part of its 50th Anniversary","","","2026-09-14 13:19"
"CON49","African Center for Biodiversity","https://acbio.org.za/","","no response","","","","","","2026-09-14 13:19"
"CON50","Alliance for Food Sovereignty in Africa","https://afsafrica.org/","https://afsafrica.org/","200","AFSA | Agroecology and Food Sovereignty Across Africa","AFSA","Building Food Sovereignty Across Africa","","en-UK","2026-09-14 13:19"
"CON51","Seeds and Knowledge Initiative","https://www.seedandknowledge.org/","https://www.seedandknowledge.org/","200","Seed and Knowledge Initiative (SKI) | Agroecology and Food Sovereignty","Seed and Knowledge Initiative (SKI)","Funders","","en-US","2026-09-14 13:19"
"CON53","African Working Group on Gender and Climate Change","https://www.afdb.org/ar/news-and-events/the-african-working-group-on-gender-and-climate-change-calls-for-a-move-from-mainstreaming-to-integration-16367","https://www.afdb.org/ar/news-and-events/the-african-working-group-on-gender-and-climate-change-calls-for-a-move-from-mainstreaming-to-integration-16367","200","The African Working Group on Gender and Climate Change calls for a move from mainstreaming to integration","مجموعة البنك الأفريقي للتنمية","The African Working Group on Gender and Climate Change calls for a move from mainstreaming to integration","","ar","2026-09-14 13:19"
"CON54","Lake Chad Basin Commission","https://cblt.org/","https://cblt.org/","200","Lake Chad Basin Commission | LCBC Regional Cooperation","Lake Chad Basin Commission","","","en-GB","2026-09-14 13:20"
"CZE1","People In Need","https://www.peopleinneed.net/who-we-are/about-us","https://www.peopleinneed.net/who-we-are/about-us","200","About Us - People in Need","People in Need","About us","","en","2026-09-14 13:20"
"CZE2","Ministry of Foreign Affairs, Czech Republic","https://www.mzv.cz/en","https://mzv.gov.cz/en","200","Ministry of Foreign Affairs of the Czech Republic","","","","en","2026-09-14 13:20"
"DEU1","WasserStiftung Water Foundation","https://www.wasserstiftung.de/en/organization/","https://www.wasserstiftung.de/en/organization/","404","Page not found – Wasserstiftung","Wasserstiftung","Diese Seite existiert leider nicht.","","en-US","2026-09-14 13:20"
"DEU10","German Development Cooperation","https://www.giz.de/de/html/index.html","https://www.giz.de/de","200","Startseite | GIZ","","Internationale Zusammenarbeit mit Wirkung","","de","2026-09-14 13:20"
"DEU11","Leibniz Center for Agricutural Landscape Research","https://www.zalf.de/en/Pages/ZALF.aspx","https://www.zalf.de/en/Pages/ZALF.aspx","200","ZALF","","ZALF   // <![CDATA[ _spBodyOnLoadFunctionNames.push(""setupPageDescriptionCallout""); // ]]>","","en-GB","2026-09-14 13:20"
"DEU12","Rewe Group","https://www.rewe-group.com/en/","https://www.rewe-group.com/en/","403","Just a moment...","","","","en-US","2026-09-14 13:20"
"DEU13","Intersnack Group","https://www.intersnackgroup.com/","https://www.intersnackgroup.com/","200","Intersnack Group - Intersnack Group","","Welcome","","en-GB","2026-09-14 13:20"
"DEU14","Health Focus","https://www.health-focus.de/","https://www.health-focus.de/","200","Home - Health Focus","","","","en-GB","2026-09-14 13:20"
"DEU15","IAK Agrar Consulting Group","https://www.iakleipzig.de/en/","https://www.iakleipzig.de/en/","200","Home - IAK Agrar Consulting GmbH","","News","","en-GB","2026-09-14 13:20"
"DEU2","Ministry of Economic Cooperation and Development, Germany","https://www.bmz.de/en","https://www.bmz.de/en","200","Federal Ministry for Economic Cooperation and Development","Federal Ministry for Economic Cooperation and Development","News","","en","2026-09-14 13:20"
"DEU3","WeltHungerHilfe","https://www.welthungerhilfe.org/our-work/countries-projects","https://www.welthungerhilfe.org/what-we-do/countries","200","Countries - Welthungerhilfe","Welthungerhilfe.de - Für eine Welt ohne Hunger und Armut","Countries and Regions","","en","2026-09-14 13:20"
"DEU4","Federal Ministry for the Environment, Nature Conservation, Nuclear Safety, and Consumer Protection, Germany","https://www.bmuv.de/en/","https://www.bundesumweltministerium.de/en","200","BMUKN: Federal Ministry for the Environment, Climate Action, Nature Conservation and Nuclear Safety","Federal Ministry for the Environment, Climate Action, Nature Conservation and Nuclear Safety","Federal Ministry for the Environment, Climate Action, Nature Conservation and Nuclear Safety","","en","2026-09-14 13:20"
"DEU5","KFW German Bank","https://www.kfw.de/About-KfW/","https://www.kfw.de/About-KfW/","200","KfW – Responsible banking | KfW","","KfW – Responsible banking","","en","2026-09-14 13:20"
