id,key,title,doc_date,doc_type,country,project_id,screen_status,already_have,topics,pdf_url,web_url,report_name,report_no
25121542,P045499,Egypt - Second National Drainage Project,2015-09-30T04:00:00Z,Implementation Completion and Results Report,"Egypt, Arab Republic of",EG-The Second National Drainage Project -- P045499,to_screen,TRUE,NA,http://documents.worldbank.org/curated/en/389571467997910109/pdf/ICR3268-P045499-Box393213B-OUO-9.pdf,http://documents.worldbank.org/curated/en/389571467997910109,Egypt - Second National Drainage Project,ICR3268
29520465,P055120,Tanzania - Transport Sector Support Project,2018-01-16T05:00:00Z,Implementation Completion and Results Report,Africa,3A-Tanzania-Transport Sector Support Project -- P055120,to_screen,FALSE,"Industry,Science and Technology Development,Transport",http://documents.worldbank.org/curated/en/768851516371212232/pdf/ICR-Tanzania-Transport-Sector-Support-Project-01162018.pdf,http://documents.worldbank.org/curated/en/768851516371212232,Tanzania - Transport Sector Support Project,ICR4352
27085286,P056256,Ghana - Urban Water Project,2016-12-21T05:00:00Z,Implementation Completion and Results Report,Ghana,GH-Urban Water Project -- P056256,to_screen,FALSE,"Water Resources,Water Supply and Sanitation",http://documents.worldbank.org/curated/en/754801484077117837/pdf/ICR00003112-12212016.pdf,http://documents.worldbank.org/curated/en/754801484077117837,Ghana - Urban Water Project,ICR3112
25863821,P064876,Burundi - Road Sector Development Project,2016-02-01T05:00:00Z,Implementation Completion and Results Report,Burundi,BI-Burundi Road Sector Development -- P064876,to_screen,FALSE,Transport,http://documents.worldbank.org/curated/en/568001467988930907/pdf/ICR3367-P064876-Box394849B-PUBLIC-disclosed-2-1-16.pdf,http://documents.worldbank.org/curated/en/568001467988930907,Burundi - Road Sector Development Project,ICR3367
27979862,P069258,"Congo, Democratic Republic of - Southern African Power Market Project",2017-06-20T04:00:00Z,Implementation Completion and Results Report,Africa,3E-AFCC2/RI-3A-Southern Afr Power Mrkt APL 1 (FY04) -- P069258,to_screen,FALSE,Energy,http://documents.worldbank.org/curated/en/327301505398736839/pdf/ICR4002.pdf,http://documents.worldbank.org/curated/en/327301505398736839,"Congo, Democratic Republic of - Southern African Power Market Project",ICR4002
30329891,P069896,Benin - Forest and Adjacent Land Management Project,2018-07-31T04:00:00Z,Implementation Completion and Results Report,Benin,"BJ-Forests and Adjacent Lands Management Project -- P069896,BJ-BJ-Forest & Adjacent Land Mgmt Addit Fin -- P132431,BJ-Benin AF Forest and Adjacent Land Management -- P131051",in_scope,TRUE,"Agriculture,Energy,Environment,Poverty Reduction,Rural Development,Water Resources",http://documents.worldbank.org/curated/en/218141533572868030/pdf/128693-Replacement-PUBLIC.pdf,http://documents.worldbank.org/curated/en/218141533572868030,Benin - Forest and Adjacent Land Management Project,128693
29955541,P071391,Nigeria - Second National Urban Water Sector Reform Project,2018-05-21T04:00:00Z,Implementation Completion and Results Report,Nigeria,NG-Second National Urban Water Sector Reform Project -- P071391,to_screen,FALSE,"Environment,Water Resources,Water Supply and Sanitation",http://documents.worldbank.org/curated/en/292051528124267203/pdf/ICR-Main-Document-05302018.pdf,http://documents.worldbank.org/curated/en/292051528124267203,Nigeria - Second National Urban Water Sector Reform Project,ICR4098
24021116,P071579,Benin - Community Based Coastal and Marine Biodiversity Management Project,2015-02-13T05:00:00Z,Implementation Completion and Results Report,Benin,BJ-Community-Based Coastal and Marine Biodiversity Management Project -- P071579,to_screen,TRUE,Environment,http://documents.worldbank.org/curated/en/848941468201571023/pdf/ICR32480P071570C0disclosed020180150.pdf,http://documents.worldbank.org/curated/en/848941468201571023,Benin - Community Based Coastal and Marine Biodiversity Management Project,ICR3248
27056630,P073977,Egypt - Integrated Irrigation Improvement and Management Project,2016-12-15T05:00:00Z,Implementation Completion and Results Report,"Egypt, Arab Republic of",EG-EGYPT-Integrated Irrigation Improvement and Management Project -- P073977,in_scope,TRUE,NA,http://documents.worldbank.org/curated/en/260961482852775036/pdf/IIIMP-ICR-Final-12212016.pdf,http://documents.worldbank.org/curated/en/260961482852775036,Egypt - Integrated Irrigation Improvement and Management Project,ICR3931
31045861,P074091,Kenya - Health Sector Support Project,2019-04-29T04:00:00Z,Implementation Completion and Results Report,Kenya,KE-Health Sector Support -- P074091,to_screen,FALSE,"Environment,Health, Nutrition and Population,Industry",http://documents.worldbank.org/curated/en/538061557159183444/pdf/Kenya-Health-Sector-Support-Project.pdf,http://documents.worldbank.org/curated/en/538061557159183444,Kenya - Health Sector Support Project,ICR4624
27014957,P074106,Kenya - Western Kenya Community Driven Development and Flood Mitigation Project,2016-09-20T04:00:00Z,Implementation Completion and Results Report,Kenya,KE-Western Kenya CDD and Flood Mitigation Project -- P074106,in_scope,TRUE,Water Resources,http://documents.worldbank.org/curated/en/706421481552765649/pdf/ICR-Main-Document-P074106-2016-09-27-10-01-12072016.pdf,http://documents.worldbank.org/curated/en/706421481552765649,Kenya - Western Kenya Community Driven Development and Flood Mitigation Project,ICR3843
24205191,P075809,Tunisia - Second Higher Education Reform Support Project,2015-03-17T04:00:00Z,Implementation Completion and Results Report,Tunisia,TN-Higher Education Reform Support II -- P075809,to_screen,FALSE,Education,http://documents.worldbank.org/curated/en/651081468102882976/pdf/ICR32970P075800C0disclosed030250150.pdf,http://documents.worldbank.org/curated/en/651081468102882976,Tunisia - Second Higher Education Reform Support Project,ICR3297
40079214,P075941,"Burundi, Rwanda, Tanzania - AFR RI-Regional Rusumo Falls Hydroelectric Project - Implementation Completion and Results Report",2025-12-10T05:00:00Z,Implementation Completion and Results Report,Africa,3E-AFR RI-Regional Rusumo Falls Hydroelectric Project -- P075941,to_screen,FALSE,NA,https://documents.worldbank.org/curated/en/099122425100027962/pdf/BOSIB-e1c46266-eaa4-4982-b7f4-360842274b50.pdf,http://documents.worldbank.org/curated/en/099122425100027962,NA,ICR00541
25889810,P076320,Zambia - Increased Access to Electricity Services Project,2016-01-30T05:00:00Z,Implementation Completion and Results Report,Zambia,"ZM-Zm: Increased Access to Electricity & ICT Services - GEF -- P076320,ZM-Zm: Increased Access to Electricity Services -- P077452",to_screen,FALSE,"Energy,Environment",http://documents.worldbank.org/curated/en/549951468185369792/pdf/ICR3523-P077452-P076320-Box394857B-PUBLIC-disclosed-2-8-16.pdf,http://documents.worldbank.org/curated/en/549951468185369792,Zambia - Increased Access to Electricity Services Project,ICR3523
27180179,P079734,Africa - East Africa Trade and Transport Facilitation Project,2016-09-27T04:00:00Z,Implementation Completion and Results Report,Africa,3A-AFCC2/RI-East Africa Trade and Transport Facilitation Project -- P079734,to_screen,FALSE,"International Economics and Trade,Transport",http://documents.worldbank.org/curated/en/209691486740413363/pdf/AFRICA-East-Africa-Trade-and-Transport-Facilitation-Project-P079734-ICR-2017-02072017.pdf,http://documents.worldbank.org/curated/en/209691486740413363,Africa - East Africa Trade and Transport Facilitation Project,ICR3723
29692444,P080228,Egypt - Health Care Quality Improvement Project,2018-02-12T05:00:00Z,Implementation Completion and Results Report,"Egypt, Arab Republic of",EG-Health Care Quality Improvement Project -- P080228,to_screen,FALSE,"Health, Nutrition and Population,Industry,Social Development",http://documents.worldbank.org/curated/en/130941520273331085/pdf/ICR00004361-02282018.pdf,http://documents.worldbank.org/curated/en/130941520273331085,Egypt - Health Care Quality Improvement Project,ICR4361
24768910,P081297,Guinea - Community-Based Land Management Project,2015-06-28T04:00:00Z,Implementation Completion and Results Report,Guinea,GN-Community-Based Land Management Project -- P081297,to_screen,FALSE,"Communities and Human Settlements,Urban Development",http://documents.worldbank.org/curated/en/750321468189540740/pdf/ICR3521-P081297-Box391499B-PUBLIC-disclosed-7-8-15.pdf,http://documents.worldbank.org/curated/en/750321468189540740,Guinea - Community-Based Land Management Project,ICR3521
29935018,P081567,Burkina Faso - Agricultural Diversification and Market Development Project,2018-02-26T05:00:00Z,Implementation Completion and Results Report,Burkina Faso,BF-Agricultural Diversification and Market Development Project -- P081567,in_scope,TRUE,"Agriculture,International Economics and Trade,Law and Development,Poverty Reduction,Private Sector Development",http://documents.worldbank.org/curated/en/847991527622376706/pdf/ICR00004350-05252018.pdf,http://documents.worldbank.org/curated/en/847991527622376706,Burkina Faso - Agricultural Diversification and Market Development Project,ICR4350
25737463,P081704,Mali - Agriculture Competitiveness and Diversification Project,2015-12-15T05:00:00Z,Implementation Completion and Results Report,Mali,ML-Agricultural Competitiveness and Diversification Project -- P081704,in_scope,TRUE,Agriculture,http://documents.worldbank.org/curated/en/116661467992495917/pdf/ICR3527-ICR-P081704-PUBLIC-12-29-2015-Box394831B.pdf,http://documents.worldbank.org/curated/en/116661467992495917,Mali - Agriculture Competitiveness and Diversification Project,ICR3527
24376005,P081712,Kenya - Total War Against HIV and AIDS (TOWA) Project,2015-03-31T04:00:00Z,Implementation Completion and Results Report,Kenya,KE-Total War Against HIV and AIDS (TOWA) Project -- P081712,to_screen,FALSE,"Governance,Health, Nutrition and Population,Public Sector Development",http://documents.worldbank.org/curated/en/526121468038986027/pdf/ICR29030ICR0P08171200PUBLIC0Box391428B.pdf,http://documents.worldbank.org/curated/en/526121468038986027,Kenya - Total War Against HIV and AIDS (TOWA) Project,ICR2903
25954642,P083609,Senegal - Agricultural Markets and Agribusiness Development Project,2015-12-23T05:00:00Z,Implementation Completion and Results Report,Senegal,SN-Agricultural Markets and Agribusiness Development Project -- P083609,in_scope,TRUE,"Agriculture,International Economics and Trade",http://documents.worldbank.org/curated/en/284621467998467088/pdf/ICR3574-P083609-PUBLIC-disclosed-2-18-16.pdf,http://documents.worldbank.org/curated/en/284621467998467088,Senegal - Agricultural Markets and Agribusiness Development Project,ICR3574
25703753,P084148,"Malawi - Irrigation, Rural Livelihoods, and Agricultural Development Project",2015-12-31T05:00:00Z,Implementation Completion and Results Report,Malawi,"MW-Irrigation, Rural Livelihoods and Agricultural Development Project -- P084148",in_scope,TRUE,Agriculture,http://documents.worldbank.org/curated/en/467631468000624113/pdf/ICR3672-P084148-Box394822B-OUO-9.pdf,http://documents.worldbank.org/curated/en/467631468000624113,"Malawi - Irrigation, Rural Livelihoods, and Agricultural Development Project",ICR3672
27420049,P085752,Tanzania - Agricultural Sector Development Project,2017-03-27T04:00:00Z,Implementation Completion and Results Report,Tanzania,TZ-Tanzania Agricultural Sector Development Project -- P085752,in_scope,TRUE,"Agriculture,Health, Nutrition and Population,Industry",http://documents.worldbank.org/curated/en/629091493843984944/pdf/ICR00004131-04052017.pdf,http://documents.worldbank.org/curated/en/629091493843984944,Tanzania - Agricultural Sector Development Project,ICR4131
24484507,P086294,"Congo, Democratic Republic of - Education Sector Project",2015-04-30T04:00:00Z,Implementation Completion and Results Report,"Congo, Democratic Republic of",ZR-DRC Education Sector Project -- P086294,to_screen,FALSE,Education,http://documents.worldbank.org/curated/en/195461468183274358/pdf/ICR3231-P086294-Box391445B-PUBLIC-disclosed-5-13-15.pdf,http://documents.worldbank.org/curated/en/195461468183274358,"Congo, Democratic Republic of - Education Sector Project",ICR3231
25160826,P086379,Djibouti - Power Access and Diversification Project,2015-09-27T04:00:00Z,Implementation Completion and Results Report,Djibouti,DJ-Djibouti Power Access and Diversification Project -- P086379,to_screen,FALSE,"Energy,International Economics and Trade",http://documents.worldbank.org/curated/en/443481468188666362/pdf/ICR3363-P086379-Box393221B-OUO-9.pdf,http://documents.worldbank.org/curated/en/443481468188666362,Djibouti - Power Access and Diversification Project,ICR3363
30239742,P086660,Tunisia - Second Natural Resources Management Project,2018-06-26T04:00:00Z,Implementation Completion and Results Report,Tunisia,TN-Tunisia Second Natural Resources Management Project -- P086660,in_scope,TRUE,"Agriculture,Conflict and Development,Environment,Rural Development,Water Resources",http://documents.worldbank.org/curated/en/621531530899835940/pdf/Implementation-Completion-and-Results-Report-ICR-Document-06252018.pdf,http://documents.worldbank.org/curated/en/621531530899835940,Tunisia - Second Natural Resources Management Project,ICR3503
26552209,P087154,Tanzania - Water Sector Support Project,2016-05-23T04:00:00Z,Implementation Completion and Results Report,Tanzania,TZ-Water Sector Support Project -- P087154,to_screen,FALSE,"Water Resources,Water Supply and Sanitation",http://documents.worldbank.org/curated/en/919091467777086225/pdf/ICR3737-P087154-Box396252B-PUBLIC-disclosed-7-1-16.pdf,http://documents.worldbank.org/curated/en/919091467777086225,Tanzania - Water Sector Support Project,ICR3737
30329890,P087304,Senegal - Dakar Diamniadio Toll Highway Project,2018-07-30T04:00:00Z,Implementation Completion and Results Report,Senegal,SN-Dakar Diamniadio Toll Highway -- P087304,in_scope,FALSE,"Agriculture,Transport,Water Resources",http://documents.worldbank.org/curated/en/156571533572742552/pdf/ICR-P087304-SECPO-08032018.pdf,http://documents.worldbank.org/curated/en/156571533572742552,Senegal - Dakar Diamniadio Toll Highway Project,ICR4347
27708133,P088600,Kenya - Agricultural Productivity and Sustainable Land Management Project,2017-06-20T04:00:00Z,Implementation Completion and Results Report,Kenya,KE-Kenya Agricultural Productivity and Sustainable Land management Project (KAPSLMP) -- P088600,in_scope,FALSE,"Agriculture,Communities and Human Settlements,Governance,Industry,International Economics and Trade,Law and Development,Public Sector Development,Social Development",http://documents.worldbank.org/curated/en/693891499285919127/pdf/ICR00003537-06202017.pdf,http://documents.worldbank.org/curated/en/693891499285919127,Kenya - Agricultural Productivity and Sustainable Land Management Project,ICR3537
24817072,P088887,Madagascar - Irrigation and Watershed Management Project,2015-06-24T04:00:00Z,Implementation Completion and Results Report,Madagascar,"MG-Irrigation & Watershed Management Project - GEF -- P088887,MG-Irrigation and Watershed Management Project -- P074086",in_scope,TRUE,Water Resources,http://documents.worldbank.org/curated/en/992501467998503451/pdf/ICR3487-ICR-P074086-and-P088887-box385353B-PUBLIC.pdf,http://documents.worldbank.org/curated/en/992501467998503451,Madagascar - Irrigation and Watershed Management Project,ICR3487
33836669,P090644,Nigeria - Community and Social Development Project,2022-04-30T04:00:00Z,Implementation Completion and Results Report,Nigeria,NG-Community and Social Development Project -- P090644,to_screen,FALSE,"Poverty Reduction,Social Development,Water Resources",http://documents.worldbank.org/curated/en/888321654547774284/pdf/Nigeria-Community-and-Social-Development-Project.pdf,http://documents.worldbank.org/curated/en/888321654547774284,Nigeria - Community and Social Development Project,ICR5608
31905545,P090712,Guinea-Bissau - Rural Community-Driven Development Project,2020-03-20T04:00:00Z,Implementation Completion and Results Report,Guinea-Bissau,GW-Rural Community-Driven Development Project -- P090712,in_scope,TRUE,"Agriculture,Communities and Human Settlements,Industry,Macroeconomics and Economic Growth,Poverty Reduction,Rural Development,Social Development,Social Protections and Labor,Water Resources",http://documents.worldbank.org/curated/en/102921585320372220/pdf/Guinea-Bissau-Rural-Community-Driven-Development-Project.pdf,http://documents.worldbank.org/curated/en/102921585320372220,Guinea-Bissau - Rural Community-Driven Development Project,ICR1400
25750934,P091077,Ethiopia - Third Stage of Adaptable Program Lending Road Sector Development Project,2015-12-29T05:00:00Z,Implementation Completion and Results Report,Ethiopia,ET-ET-Road Sector Dev. Stage III Proj. (APL3) in support of Govt's RSDP -- P091077,to_screen,FALSE,Transport,http://documents.worldbank.org/curated/en/792081467992778572/pdf/ICR03504-P091077-Box394834B-PUBLIC-disclosed-1-6-16.pdf,http://documents.worldbank.org/curated/en/792081467992778572,Ethiopia - Third Stage of Adaptable Program Lending Road Sector Development Project,ICR03504
24817068,P091828,Mauritius - Infrastructure Project,2015-06-25T04:00:00Z,Implementation Completion and Results Report,Mauritius,MU-Mauritius - Infrastructure Project -- P091828,to_screen,FALSE,"Informatics,Infrastructure Economics and Finance,Law and Development",http://documents.worldbank.org/curated/en/907841468187799347/pdf/ICR3303-ICR-P091828-Bo385353B-PUBLIC.pdf,http://documents.worldbank.org/curated/en/907841468187799347,Mauritius - Infrastructure Project,ICR3303
29773699,P091979,Kenya - Adaptation to Climate Change in Arid and Semi-Arid Lands Project,2018-03-16T04:00:00Z,Implementation Completion and Results Report,Kenya,KE-Kenya: Adaptation to Climate Change in Arid and Semi-Arid Lands (KACCAL) -- P091979,in_scope,FALSE,"Agriculture,Environment,Health, Nutrition and Population,Science and Technology Development,Water Resources",http://documents.worldbank.org/curated/en/821721522701042604/pdf/ICR-Main-Document-P091979-2018-03-27-13-23-03282018.pdf,http://documents.worldbank.org/curated/en/821721522701042604,Kenya - Adaptation to Climate Change in Arid and Semi-Arid Lands Project,ICR4143
30770997,P092353,Ethiopia - Irrigation and Drainage Project,2019-01-10T05:00:00Z,Implementation Completion and Results Report,Ethiopia,ET-Irrigation and Drainage Project -- P092353,in_scope,FALSE,"Agriculture,Poverty Reduction,Water Resources",http://documents.worldbank.org/curated/en/565971547842929220/pdf/icr00004349-01152019-636833592347936602.pdf,http://documents.worldbank.org/curated/en/565971547842929220,Ethiopia - Irrigation and Drainage Project,ICR4349
30755227,P092537,"Congo,Democratic Republic of - Multi-Modal Transport and Additional Financing Projects",2018-12-31T05:00:00Z,Implementation Completion and Results Report,"Congo, Democratic Republic of","ZR-DRC Multi-modal Transport -- P092537,ZR-DRC-Multi-Modal Transp Additional Financing -- P129594",to_screen,FALSE,"Governance,Industry,Public Sector Development,Transport",http://documents.worldbank.org/curated/en/384251547237922911/pdf/drc-icr-133218-01082019-636827544467919205.pdf,http://documents.worldbank.org/curated/en/384251547237922911,"Congo,Democratic Republic of - Multi-Modal Transport and Additional Financing Projects",133218
33763088,P092724,"Congo, Democratic Republic of - Agriculture Rehabilitation and Recovery Support Project",2022-03-11T05:00:00Z,Implementation Completion and Results Report,World,ZR-DRC - Agriculture Rehabilitation and Recovery Support -- P092724,in_scope,TRUE,Agriculture,http://documents.worldbank.org/curated/en/931891647873275381/pdf/Congo-Democratic-Republic-of-Agriculture-Rehabilitation-and-Recovery-Support-Project.pdf,http://documents.worldbank.org/curated/en/931891647873275381,"Congo, Democratic Republic of - Agriculture Rehabilitation and Recovery Support Project",ICR5507
28022129,P092837,Uganda - Transport Sector Development Project,2017-06-05T04:00:00Z,Implementation Completion and Results Report,Uganda,UG-UGANDA TRANSPORT SECTOR DEVELOPMENT PROJECT -- P092837,to_screen,FALSE,Transport,http://documents.worldbank.org/curated/en/284931506968826934/pdf/cleared-ICR-P092837-docx-09292017.pdf,http://documents.worldbank.org/curated/en/284931506968826934,Uganda - Transport Sector Development Project,ICR2228
24693901,P093610,Ghana - e-Ghana Project,2015-06-15T04:00:00Z,Implementation Completion and Results Report,Ghana,GH-eGhana -- P093610,to_screen,FALSE,"Governance,Information and Communication Technologies,Private Sector Development",http://documents.worldbank.org/curated/en/132381467986297305/pdf/ICR3288-P093610-Box391478B-PUBLIC-disclosed-6-22-15.pdf,http://documents.worldbank.org/curated/en/132381467986297305,Ghana - e-Ghana Project,ICR3288
26837658,P093699,Angola - Market Oriented Smallholder Agriculture Project,2016-09-28T04:00:00Z,Implementation Completion and Results Report,Angola,AO-AO-Market Oriented Smallholder Agriculture Project -- P093699,in_scope,TRUE,Agriculture,http://documents.worldbank.org/curated/en/762221475519467246/pdf/ICR-clean-09282016.pdf,http://documents.worldbank.org/curated/en/762221475519467246,Angola - Market Oriented Smallholder Agriculture Project,ICR3886
30251567,P093719,Morocco - Modernization of Irrigated Agriculture in the Oum Er Rbia Basin Project,2018-06-27T04:00:00Z,Implementation Completion and Results Report,Morocco,MA-MA-Modernization of Irrigated Agriculture in the Oum Er Rbia Basin -- P093719,in_scope,TRUE,"Agriculture,Water Resources",http://documents.worldbank.org/curated/en/129221531335129638/pdf/Implementation-Completion-and-Results-Report-ICR-Document-P093719-EN-07052018.pdf,http://documents.worldbank.org/curated/en/129221531335129638,Morocco - Modernization of Irrigated Agriculture in the Oum Er Rbia Basin Project,ICR4314
30248658,P093806,Western Africa - Niger Basin Water Resources Development and Sustainable Ecosystems Management Project,2018-06-28T04:00:00Z,Implementation Completion and Results Report,Western Africa,3W-Niger Basin Water Resources Development and Sustainable Ecosystems Management Project -- P093806,to_screen,TRUE,"Energy,Environment,Rural Development,Water Resources",http://documents.worldbank.org/curated/en/700221531255951217/pdf/ICR-document-P093806-06-13-2018-Final-06292018.pdf,http://documents.worldbank.org/curated/en/700221531255951217,Western Africa - Niger Basin Water Resources Development and Sustainable Ecosystems Management Project,ICR2979
29403742,P094007,Morocco - Second Rural Roads Project,2017-12-25T05:00:00Z,Implementation Completion and Results Report,Morocco,MA-Morocco - Second Rural Roads Project -- P094007,to_screen,FALSE,"Industry,Science and Technology Development,Transport",http://documents.worldbank.org/curated/en/877291515166712117/pdf/ICR-Morocco-Rural-Road-P094007-12292017.pdf,http://documents.worldbank.org/curated/en/877291515166712117,Morocco - Second Rural Roads Project,ICR4293
32311200,P094183,Africa Region - Agricultural Productivity Program for Southern Africa (APPSA) Project,2020-07-31T04:00:00Z,Implementation Completion and Results Report,Africa,3E-AFR RI Agricultural Productivity Program for Southern Africa (APPSA) -- P094183,in_scope,TRUE,"Agriculture,Health, Nutrition and Population,Poverty Reduction",http://documents.worldbank.org/curated/en/499451597014339265/pdf/Africa-Region-Agricultural-Productivity-Program-for-Southern-Africa-APPSA-Project.pdf,http://documents.worldbank.org/curated/en/499451597014339265,Africa Region - Agricultural Productivity Program for Southern Africa (APPSA) Project,ICR5276
26718819,P094307,Sierra Leone - Biodiversity Conservation Project,2016-07-25T04:00:00Z,Implementation Completion and Results Report,Sierra Leone,SL-SL-GEF Biodiversity Conservation Project -- P094307,to_screen,FALSE,"Environment,Rural Development",http://documents.worldbank.org/curated/en/681961471884134789/pdf/ICR00003736-08192016.pdf,http://documents.worldbank.org/curated/en/681961471884134789,Sierra Leone - Biodiversity Conservation Project,ICR3736
29478602,P094692,Kenya - Coastal Development Project,2017-12-31T05:00:00Z,Implementation Completion and Results Report,Kenya,KE-Kenya Coastal Development Proejct -- P094692,in_scope,TRUE,"Agriculture,Energy,Environment,Industry,Science and Technology Development,Water Resources",http://documents.worldbank.org/curated/en/668871515432584849/pdf/Kenya-Coastal-P094692-01042018.pdf,http://documents.worldbank.org/curated/en/668871515432584849,Kenya - Coastal Development Project,ICR4272
31675160,P094919,Burkina Faso and Ghana - First Phase of the Inter-Zonal Transmission Hub Project,2019-07-30T04:00:00Z,Implementation Completion and Results Report,Western Africa,3W-WAPP: The First Phase of the Inter-Zonal Transmission Hub Project  of the WAPP (APL3) Program -- P094919,to_screen,FALSE,"Energy,Health, Nutrition and Population,International Economics and Trade",http://documents.worldbank.org/curated/en/651781577728387295/pdf/Burkina-Faso-and-Ghana-First-Phase-of-the-Inter-Zonal-Transmission-Hub-Project.pdf,http://documents.worldbank.org/curated/en/651781577728387295,Burkina Faso and Ghana - First Phase of the Inter-Zonal Transmission Hub Project,ICR4695
33278112,P095003,Nigeria - Second Phase of the Rural Access and Mobility Project,2021-06-21T04:00:00Z,Implementation Completion and Results Report,Nigeria,NG-NG-RURAL ACCESS & MOBILITY PROJECT-Phase 2 -- P095003,in_scope,TRUE,"Agriculture,Rural Development,Transport",http://documents.worldbank.org/curated/en/209941626693439816/pdf/Nigeria-Second-Phase-of-the-Rural-Access-and-Mobility-Project.pdf,http://documents.worldbank.org/curated/en/209941626693439816,Nigeria - Second Phase of the Rural Access and Mobility Project,ICR5414
31843974,P095091,Mali - Fostering Agricultural Productivity Project,2020-02-14T05:00:00Z,Implementation Completion and Results Report,Mali,ML-Mali-Fostering Agricultural Productivity -- P095091,in_scope,TRUE,"Agriculture,Water Resources",http://documents.worldbank.org/curated/en/639951583423102824/pdf/Mali-Fostering-Agricultural-Productivity-Project.pdf,http://documents.worldbank.org/curated/en/639951583423102824,Mali - Fostering Agricultural Productivity Project,ICR4952
29871085,P095210,Niger - Agro-Pastoral Export and Market Development Project,2018-04-24T04:00:00Z,Implementation Completion and Results Report,Niger,NE-Niger Agro-Pastoral Export and Market Development Project -- P095210,in_scope,TRUE,"Agriculture,Water Resources",http://documents.worldbank.org/curated/en/955941525706648691/pdf/implementation-completion-and-results-report-icr-document-P095210-05012018.pdf,http://documents.worldbank.org/curated/en/955941525706648691,Niger - Agro-Pastoral Export and Market Development Project,ICR2364
31702800,P095232,Eswatini - Swaziland Local Government Project,2019-12-20T05:00:00Z,Implementation Completion and Results Report,Eswatini,SZ-Local Government Project (SLGP) -- P095232,in_scope,FALSE,"Agriculture,Communities and Human Settlements,Poverty Reduction,Urban Development,Water Resources",http://documents.worldbank.org/curated/en/875201579097143908/pdf/Eswatini-Swaziland-Local-Government-Project.pdf,http://documents.worldbank.org/curated/en/875201579097143908,Eswatini - Swaziland Local Government Project,ICR4807
28131995,P095251,"Congo, Republic of - Agricultural Development and Rural Roads Rehabilitation Project",2017-10-25T04:00:00Z,Implementation Completion and Results Report,"Congo, Republic of",CG-CG Rep. Agricultural Development and Rural Roads Rehabilitation Proj. -- P095251,in_scope,TRUE,"Agriculture,International Economics and Trade,Rural Development,Transport",http://documents.worldbank.org/curated/en/198591509712619353/pdf/Implementation-Completion-and-Results-Report-ICR-Document-10312017.pdf,http://documents.worldbank.org/curated/en/198591509712619353,"Congo, Republic of - Agricultural Development and Rural Roads Rehabilitation Project",ICR4015
25141902,P095847,Tunisia - Second Water Sector Investment Project,2015-09-30T04:00:00Z,Implementation Completion and Results Report,Tunisia,TN-Second Water Sector Investment -- P095847,to_screen,TRUE,Water Resources,http://documents.worldbank.org/curated/en/401781467998508976/pdf/ICR3494-ICR-P095847-Box393225B-OUO-9.pdf,http://documents.worldbank.org/curated/en/401781467998508976,Tunisia - Second Water Sector Investment Project,ICR3494
29302939,P095925,Egypt - Alexandria Coastal Zone Management Project,2017-12-18T05:00:00Z,Implementation Completion and Results Report,"Egypt, Arab Republic of",EG-Alexandria Coastal Zone Management Project (Under the Investment Fund for the Mediterranean Sea Large Marine Ecosystem) -- P095925,in_scope,FALSE,"Agriculture,Energy,Environment,Industry,Science and Technology Development,Water Resources",http://documents.worldbank.org/curated/en/717171513949741048/pdf/ICR00004075-12192017.pdf,http://documents.worldbank.org/curated/en/717171513949741048,Egypt - Alexandria Coastal Zone Management Project,ICR4075
24092132,P096058,Burkina Faso - West Africa Regional Biosafety Project,2015-02-26T05:00:00Z,Implementation Completion and Results Report,Africa,"3W-West Africa Regional Biosafety -- P096058,3W-West Africa Regional Biosafety -- P105140",to_screen,FALSE,"Environment,Governance,Law and Development,Public Sector Development,Social Development",http://documents.worldbank.org/curated/en/607711468007207130/pdf/ICR31200P096050IC0disclosed03030150.pdf,http://documents.worldbank.org/curated/en/607711468007207130,Burkina Faso - West Africa Regional Biosafety Project,ICR3120
26410032,P096105,Sierra Leone - Rural and Private Sector Development Project (RPSDP),2016-05-16T04:00:00Z,Implementation Completion and Results Report,Sierra Leone,SL-Rural and Private Sector Development -- P096105,to_screen,TRUE,"Law and Development,Private Sector Development,Rural Development",http://documents.worldbank.org/curated/en/331051467993756910/pdf/ICR3726-ICR-P096105-Box394889B-PUBLIC.pdf,http://documents.worldbank.org/curated/en/331051467993756910,Sierra Leone - Rural and Private Sector Development Project (RPSDP),ICR3726
31464004,P096302,Tanzania - Sustainable Management of Mineral Resources Project,2019-10-07T04:00:00Z,Implementation Completion and Results Report,Tanzania,TZ-Sustainable Management of Mineral Resources -- P096302,to_screen,FALSE,"Energy,Industry",http://documents.worldbank.org/curated/en/113371570545283110/pdf/Tanzania-Sustainable-Management-of-Mineral-Resources-Project.pdf,http://documents.worldbank.org/curated/en/113371570545283110,Tanzania - Sustainable Management of Mineral Resources Project,ICR2290
27333611,P096323,Ethiopia - Tana  Beles Integrated Water Resources Development Project,2017-02-21T05:00:00Z,Implementation Completion and Results Report,Ethiopia,ET-Tana & Beles Integrated Water Resources Development -- P096323,to_screen,TRUE,"Energy,Environment,Rural Development,Water Resources,Water Supply and Sanitation",http://documents.worldbank.org/curated/en/787461491426092187/pdf/P096323-TBIWRDP-ICR-Final-for-BOS-24FMAR17-03242017.pdf,http://documents.worldbank.org/curated/en/787461491426092187,Ethiopia - Tana  Beles Integrated Water Resources Development Project,ICR3872
